,Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Bwd_IAT_Mean,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean.1,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,Cat,Sub_Cat,Device
237,192.168.0.13-192.168.0.16-9020-53242-6,192.168.0.16,53242,192.168.0.13,9020,6,31/05/2019 03:52:43 AM,116,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,23931034.48275862,17241.37931034483,116.0,0.0,116,116,0,0.0,0.0,0,0,116,116.0,0.0,116,116,0,0,0,0,0,64,0.0,17241.37931034483,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,116.0,0.0,116,116,Anomaly,MITM ARP Spoofing,8,Apple_2c
238,192.168.0.16-17.42.254.11-56393-443-6,192.168.0.16,56393,17.42.254.11,443,6,25/07/2019 03:24:51 AM,122,1,1,517,0,517,517,517.0,0.0,0,0,0.0,0.0,4237704.918032787,16393.44262295082,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8196.721311475409,8196.721311475409,0,517,172.3333333333334,298.4900891710365,89096.33333333334,0,0,0,0,1,0,0,0,1,258.5,517.0,0.0,0,0,0,0,0,0,1,517,1,0,-1,2048,1,0,0.0,0.0,0,0,122.0,0.0,122,122,Anomaly,Mirai,2,Apple_2c
239,150.109.162.74-192.168.0.16-80-56410-6,192.168.0.16,56410,150.109.162.74,80,6,25/07/2019 03:24:59 AM,144,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20833.33333333333,72.0,0.0,72,72,72,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0,0,0,64,32,13888.88888888889,6944.444444444444,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,2048,0,0,0.0,0.0,0,0,72.0,0.0,72,72,Anomaly,Mirai,2,Apple_2c
240,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:30:55 AM,123,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11528455.28455284,16260.16260162601,123.0,0.0,123,123,0,0.0,0.0,0,0,123,123.0,0.0,123,123,0,0,0,0,0,64,0.0,16260.16260162601,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,123.0,0.0,123,123,Anomaly,Scan,5,Apple_2c
241,192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,10/09/2019 01:41:52 AM,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408450704,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14084.50704225352,14084.50704225352,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32519,0,0,0.0,0.0,0,0,71.0,0.0,71,71,Anomaly,Mirai,1,Apple_2c
242,192.168.0.13-192.168.0.16-9020-56255-6,192.168.0.16,56255,192.168.0.13,9020,6,10/09/2019 01:44:26 AM,132,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,10742424.24242424,15151.51515151515,132.0,0.0,132,132,0,0.0,0.0,0,0,132,132.0,0.0,132,132,0,0,0,0,0,64,0.0,15151.51515151515,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,132.0,0.0,132,132,Anomaly,Mirai,1,Apple_2c
243,192.168.0.13-192.168.0.16-9020-10111-6,192.168.0.16,10111,192.168.0.13,9020,6,10/09/2019 01:41:16 AM,140,0,3,0,4164,0,0,0.0,0.0,1388,1388,1388.0,0.0,29742857.14285715,21428.57142857143,70.0,0.0,70,70,0,0.0,0.0,0,0,140,70.0,0.0,70,70,0,0,0,0,0,96,0.0,21428.57142857143,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,2003,0,0,0.0,0.0,0,0,70.0,0.0,70,70,Anomaly,Mirai,1,Apple_2c
244,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:30:42 AM,122,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16393.44262295082,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8196.721311475409,8196.721311475409,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32679,0,0,0.0,0.0,0,0,122.0,0.0,122,122,Anomaly,Scan,5,Apple_2c
245,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:29:23 AM,76,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,18657894.7368421,26315.78947368421,76.0,0.0,76,76,0,0.0,0.0,0,0,76,76.0,0.0,76,76,0,0,0,0,0,64,0.0,26315.78947368421,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,76.0,0.0,76,76,Anomaly,Scan,5,Apple_2c
246,192.168.0.13-192.168.0.16-9020-52930-6,192.168.0.16,52930,192.168.0.13,9020,6,04/09/2019 03:55:28 AM,153,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19607.84313725491,76.5,6.363961030678928,81,72,81,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0,0,0,64,32,13071.8954248366,6535.9477124183,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32679,0,0,0.0,0.0,0,0,76.5,6.363961030678928,81,72,Anomaly,Mirai,1,Apple_2c
247,192.168.0.13-192.168.0.16-9020-52704-6,192.168.0.16,52704,192.168.0.13,9020,6,11/07/2019 01:12:30 AM,75,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,37013333.33333334,26666.66666666667,75.0,0.0,75,75,0,0.0,0.0,0,0,75,75.0,0.0,75,75,0,0,0,0,0,64,0.0,26666.66666666667,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,75.0,0.0,75,75,Anomaly,Scan,6,Apple_2c
248,192.168.0.13-192.168.0.16-9020-52734-6,192.168.0.16,52734,192.168.0.13,9020,6,11/07/2019 01:26:07 AM,119,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11915966.38655462,16806.72268907563,119.0,0.0,119,119,0,0.0,0.0,0,0,119,119.0,0.0,119,119,0,0,0,0,0,64,0.0,16806.72268907563,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,119.0,0.0,119,119,Anomaly,Scan,5,Apple_2c
249,192.168.0.13-192.168.0.16-9020-49796-6,192.168.0.16,49796,192.168.0.13,9020,6,20/05/2019 05:00:57 AM,482,1,2,0,1388,0,0,0.0,0.0,1388,0,694.0,981.464212286928,2879668.049792532,6224.066390041494,241.0,137.1787155501902,338,144,0,0.0,0.0,0,0,482,482.0,0.0,482,482,0,0,0,0,32,64,2074.688796680498,4149.377593360996,0,1388,347.0,694.0,481636.0,0,0,0,0,1,0,0,0,2,462.6666666666667,0.0,694.0,0,0,0,0,0,0,1,0,2,1388,-1,1869,0,0,0.0,0.0,0,0,241.0,137.1787155501902,338,144,Normal,Normal,0,Apple_2c
250,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:30:48 AM,148,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20270.27027027027,74.0,1.414213562373095,75,73,73,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0,0,0,64,32,13513.51351351351,6756.756756756757,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32679,0,0,0.0,0.0,0,0,74.0,1.414213562373095,75,73,Anomaly,Scan,5,Apple_2c
251,192.168.0.13-192.168.0.16-9020-53264-6,192.168.0.16,53264,192.168.0.13,9020,6,31/05/2019 04:05:18 AM,76,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,36526315.78947368,26315.78947368421,76.0,0.0,76,76,0,0.0,0.0,0,0,76,76.0,0.0,76,76,0,0,0,0,0,64,0.0,26315.78947368421,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,76.0,0.0,76,76,Anomaly,MITM ARP Spoofing,8,Apple_2c
252,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:27:26 AM,121,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11719008.26446281,16528.92561983471,121.0,0.0,121,121,0,0.0,0.0,0,0,121,121.0,0.0,121,121,0,0,0,0,0,64,0.0,16528.92561983471,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,121.0,0.0,121,121,Anomaly,Scan,6,Apple_2c
253,192.168.0.13-192.168.0.16-9020-10135-6,192.168.0.16,10135,192.168.0.13,9020,6,04/09/2019 03:58:35 AM,84,0,2,0,1716,0,0,0.0,0.0,1388,328,858.0,749.5331880577403,20428571.42857143,23809.52380952381,84.0,0.0,84,84,0,0.0,0.0,0,0,84,84.0,0.0,84,84,0,0,0,0,0,64,0.0,23809.52380952381,328,1388,1034.666666666667,611.9912853410033,374533.3333333333,0,0,0,0,1,0,0,0,0,1552.0,0.0,858.0,0,0,0,0,0,0,0,0,2,1716,-1,1869,0,0,0.0,0.0,0,0,84.0,0.0,84,84,Anomaly,Mirai,1,Apple_2c
254,192.168.0.13-192.168.0.16-9020-52738-6,192.168.0.16,52738,192.168.0.13,9020,6,20/08/2019 03:07:49 AM,146,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20547.94520547945,73.0,0.0,73,73,73,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0,0,0,64,32,13698.6301369863,6849.315068493151,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32679,0,0,0.0,0.0,0,0,73.0,0.0,73,73,Anomaly,Mirai,1,Apple_2c
255,192.168.0.13-192.168.0.16-9020-52942-6,192.168.0.16,52942,192.168.0.13,9020,6,04/09/2019 03:56:22 AM,127,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,21858267.71653544,15748.03149606299,127.0,0.0,127,127,0,0.0,0.0,0,0,127,127.0,0.0,127,127,0,0,0,0,0,64,0.0,15748.03149606299,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,127.0,0.0,127,127,Anomaly,Mirai,1,Apple_2c
256,192.168.0.13-192.168.0.16-9020-52942-6,192.168.0.16,52942,192.168.0.13,9020,6,04/09/2019 03:56:13 AM,128,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11078125.0,15625.0,128.0,0.0,128,128,0,0.0,0.0,0,0,128,128.0,0.0,128,128,0,0,0,0,0,64,0.0,15625.0,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,128.0,0.0,128,128,Anomaly,Mirai,1,Apple_2c
257,192.168.0.13-192.168.0.16-9020-52717-6,192.168.0.16,52717,192.168.0.13,9020,6,11/07/2019 01:17:48 AM,155,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19354.83870967742,77.5,4.949747468305833,81,74,74,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0,0,0,64,32,12903.22580645161,6451.612903225807,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32679,0,0,0.0,0.0,0,0,77.5,4.949747468305833,81,74,Anomaly,Scan,5,Apple_2c
258,192.168.0.13-192.168.0.16-9020-53264-6,192.168.0.16,53264,192.168.0.13,9020,6,31/05/2019 04:04:18 AM,73,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,38027397.26027397,27397.2602739726,73.0,0.0,73,73,0,0.0,0.0,0,0,73,73.0,0.0,73,73,0,0,0,0,0,64,0.0,27397.2602739726,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,73.0,0.0,73,73,Anomaly,MITM ARP Spoofing,8,Apple_2c
259,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:31:08 AM,119,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11915966.38655462,16806.72268907563,119.0,0.0,119,119,0,0.0,0.0,0,0,119,119.0,0.0,119,119,0,0,0,0,0,64,0.0,16806.72268907563,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,119.0,0.0,119,119,Anomaly,Scan,5,Apple_2c
260,192.168.0.13-192.168.0.16-9020-52739-6,192.168.0.16,52739,192.168.0.13,9020,6,11/07/2019 01:29:37 AM,85,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,16682352.94117647,23529.41176470588,85.0,0.0,85,85,0,0.0,0.0,0,0,85,85.0,0.0,85,85,0,0,0,0,0,64,0.0,23529.41176470588,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,85.0,0.0,85,85,Anomaly,Scan,5,Apple_2c
261,192.168.0.13-192.168.0.16-9020-49793-6,192.168.0.16,49793,192.168.0.13,9020,6,20/05/2019 05:00:46 AM,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408450704,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14084.50704225352,14084.50704225352,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32505,0,0,0.0,0.0,0,0,71.0,0.0,71,71,Normal,Normal,0,Apple_2c
262,192.168.0.16-203.205.142.177-56395-443-6,192.168.0.16,56395,203.205.142.177,443,6,25/07/2019 03:24:51 AM,160,2,1,1275,0,718,557,637.5,113.8441917710342,0,0,0.0,0.0,7968749.999999999,18750.0,80.0,2.82842712474619,82,78,82,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0,0,0,40,20,12500.0,6249.999999999999,0,718,318.75,373.8835603054334,139788.9166666666,0,0,0,0,1,0,0,0,0,425.0,637.5,0.0,0,0,0,0,0,0,2,1275,1,0,-1,2047,2,0,0.0,0.0,0,0,80.0,2.82842712474619,82,78,Anomaly,Mirai,3,Apple_2c
263,192.168.0.13-192.168.0.16-9020-52717-6,192.168.0.16,52717,192.168.0.13,9020,6,11/07/2019 01:17:19 AM,147,0,3,0,4164,0,0,0.0,0.0,1388,1388,1388.0,0.0,28326530.6122449,20408.16326530612,73.5,0.7071067811865476,74,73,0,0.0,0.0,0,0,147,73.5,0.7071067811865476,74,73,0,0,0,0,0,96,0.0,20408.16326530612,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0.0,0.0,0,0,73.5,0.7071067811865476,74,73,Anomaly,Scan,5,Apple_2c
264,192.168.0.13-192.168.0.16-9020-53190-6,192.168.0.16,53190,192.168.0.13,9020,6,31/05/2019 03:18:04 AM,74,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,37513513.51351351,27027.02702702703,74.0,0.0,74,74,0,0.0,0.0,0,0,74,74.0,0.0,74,74,0,0,0,0,0,64,0.0,27027.02702702703,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,74.0,0.0,74,74,Anomaly,MITM ARP Spoofing,8,Apple_2c
265,192.168.0.13-192.168.0.16-9020-53264-6,192.168.0.16,53264,192.168.0.13,9020,6,31/05/2019 04:08:30 AM,139,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,19971223.02158273,14388.4892086331,139.0,0.0,139,139,0,0.0,0.0,0,0,139,139.0,0.0,139,139,0,0,0,0,0,64,0.0,14388.4892086331,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,139.0,0.0,139,139,Anomaly,MITM ARP Spoofing,8,Apple_2c
266,192.168.0.13-192.168.0.16-9020-56266-6,192.168.0.16,56266,192.168.0.13,9020,6,10/09/2019 01:47:36 AM,72,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,38555555.55555555,27777.77777777778,72.0,0.0,72,72,0,0.0,0.0,0,0,72,72.0,0.0,72,72,0,0,0,0,0,64,0.0,27777.77777777778,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,72.0,0.0,72,72,Anomaly,Mirai,1,Apple_2c
267,192.168.0.13-192.168.0.16-9020-10105-6,192.168.0.16,10105,192.168.0.13,9020,6,04/09/2019 03:54:42 AM,122,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16393.44262295082,122.0,0.0,122,122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8196.721311475409,8196.721311475409,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32681,0,0,0.0,0.0,0,0,122.0,0.0,122,122,Anomaly,Mirai,1,Apple_2c
268,192.168.0.13-192.168.0.16-9020-53190-6,192.168.0.16,53190,192.168.0.13,9020,6,31/05/2019 03:16:47 AM,145,0,3,0,4164,0,0,0.0,0.0,1388,1388,1388.0,0.0,28717241.37931034,20689.6551724138,72.5,0.7071067811865476,73,72,0,0.0,0.0,0,0,145,72.5,0.7071067811865476,73,72,0,0,0,0,0,96,0.0,20689.6551724138,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0.0,0.0,0,0,72.5,0.7071067811865476,73,72,Anomaly,MITM ARP Spoofing,8,Apple_2c
269,192.168.0.13-192.168.0.16-9020-52717-6,192.168.0.16,52717,192.168.0.13,9020,6,11/07/2019 01:16:31 AM,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66666666667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333333334,13333.33333333334,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32679,0,0,0.0,0.0,0,0,75.0,0.0,75,75,Anomaly,Scan,5,Apple_2c
270,192.168.0.13-192.168.0.16-9020-52704-6,192.168.0.16,52704,192.168.0.13,9020,6,11/07/2019 01:11:42 AM,143,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13986.01398601399,143.0,0.0,143,143,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6993.006993006993,6993.006993006993,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32679,0,0,0.0,0.0,0,0,143.0,0.0,143,143,Anomaly,Scan,6,Apple_2c
271,192.168.0.13-192.168.0.16-9020-56250-6,192.168.0.16,56250,192.168.0.13,9020,6,10/09/2019 01:42:31 AM,141,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.59574468085,70.5,0.7071067811865476,71,70,70,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0,0,0,64,32,14184.39716312057,7092.198581560283,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32092,0,0,0.0,0.0,0,0,70.5,0.7071067811865476,71,70,Anomaly,Mirai,1,Apple_2c
272,192.168.0.13-192.168.0.16-9020-52704-6,192.168.0.16,52704,192.168.0.13,9020,6,11/07/2019 01:12:24 AM,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802469136,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901234568,12345.67901234568,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32509,0,0,0.0,0.0,0,0,81.0,0.0,81,81,Anomaly,Scan,6,Apple_2c
273,192.168.0.13-192.168.0.16-9020-52727-6,192.168.0.16,52727,192.168.0.13,9020,6,11/07/2019 01:24:28 AM,149,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20134.22818791946,74.5,2.121320343559642,76,73,76,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0,0,0,64,32,13422.81879194631,6711.409395973154,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32332,0,0,0.0,0.0,0,0,74.5,2.121320343559642,76,73,Anomaly,Scan,5,Apple_2c
274,192.168.0.13-192.168.0.16-9020-52704-6,192.168.0.16,52704,192.168.0.13,9020,6,11/07/2019 01:12:47 AM,122,0,2,0,1418,0,0,0.0,0.0,1388,30,709.0,960.2510088513316,11622950.81967213,16393.44262295082,122.0,0.0,122,122,0,0.0,0.0,0,0,122,122.0,0.0,122,122,0,0,0,0,0,64,0.0,16393.44262295082,30,1388,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0,0,122.0,0.0,122,122,Anomaly,Scan,6,Apple_2c
275,192.168.0.16-110.76.141.37-56345-443-6,192.168.0.16,56345,110.76.141.37,443,6,25/07/2019 03:21:36 AM,147,0,3,0,3714,0,0,0.0,0.0,1448,818,1238.0,363.7306695894642,25265306.12244898,20408.16326530612,73.5,0.7071067811865476,74,73,0,0.0,0.0,0,0,147,73.5,0.7071067811865476,74,73,0,0,0,0,0,96,0.0,20408.16326530612,818,1448,1290.5,315.0,99225.0,0,0,0,0,1,0,0,0,0,1720.666666666667,0.0,1238.0,0,0,0,0,0,0,0,0,3,3714,-1,38,0,0,0.0,0.0,0,0,73.5,0.7071067811865476,74,73,Anomaly,Mirai,2,Apple_2c
276,192.168.0.13-192.168.0.16-9020-52717-6,192.168.0.16,52717,192.168.0.13,9020,6,11/07/2019 01:17:32 AM,71,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,39098591.54929578,28169.01408450704,71.0,0.0,71,71,0,0.0,0.0,0,0,71,71.0,0.0,71,71,0,0,0,0,0,64,0.0,28169.01408450704,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,71.0,0.0,71,71,Anomaly,Scan,5,Apple_2c
277,192.168.0.13-192.168.0.16-9020-53190-6,192.168.0.16,53190,192.168.0.13,9020,6,31/05/2019 03:19:01 AM,113,0,2,0,2776,0,0,0.0,0.0,1388,1388,1388.0,0.0,24566371.68141593,17699.11504424779,113.0,0.0,113,113,0,0.0,0.0,0,0,113,113.0,0.0,113,113,0,0,0,0,0,64,0.0,17699.11504424779,1388,1388,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0,0,113.0,0.0,113,113,Anomaly,MITM ARP Spoofing,8,Apple_2c
